Year,Year_Thai,Prov,MSW_GenRate(ton/d),MSW_GenRate(kg/c/d),MSW_Reclycled,MSW_ProperDisposed,MSW_ImproperDisposed,Pop,Pop_Total,Area_km2,Pop_Density,Age_0_5,Age_6_17,Age_18_24,Age_25_44,Age_45_64,Age_65plus,Male,Female,Employed,Unemployed,No_Households,HH_Income_Avg,GPP_per_Capita,GPP_Agriculture(%),GPP_Industrial(%),GPP_Services(%),LAO_Special,City_Muni,Town_Muni,Subdist_Muni,SAO,District_BKK,Visitors(ppl),Excursionists(ppl),cluster,Area_Type,Gen_Waste,Food_Waste,Recycl_Waste,Hazard_Waste
2017,2560,SI SA KET,677.42,0.46,447.07,122.0,789.17,1472031,2947337,8840,166.5,6.17,14.83,10.27,30.64,27.16,11.01,49.91,50.16,99.66,0.34,300.0,0.0,74909,28.89,7.74,63.37,0,0,0,0,0,0,539360,985675,4,Agricultural&Tourism,,,,
2017,2560,SAKON NAKHON,593.65,0.52,465.34,117.69,552.38,1149472,2307438,9606,119.7,6.44,15.47,10.05,31.4,27.74,9.14,49.94,50.3,100.0,0.0,273.0,0.0,64305,25.78,8.91,65.31,0,0,0,0,0,0,769450,573895,4,Agricultural&Tourism,,,,
2017,2560,SONGKHLA,244.37,0.17,585.97,668.33,402.16,1424230,2969703,7394,192.6,7.98,16.6,10.43,30.2,24.6,10.79,49.07,51.52,98.87,1.13,511.0,0.0,152658,12.51,32.71,54.78,0,0,0,0,0,0,6302363,1326450,4,Agricultural&Tourism,,,,
2017,2560,SATUN,636.14,1.99,182.58,86.69,41.55,319700,651205,2479,129.0,9.05,18.89,10.56,31.0,22.53,8.56,49.97,50.61,98.91,1.09,81.0,0.0,103157,35.8,11.69,52.51,0,0,0,0,0,0,1048252,471100,2,Tourism,,,,
2017,2560,SAMUT PRAKAN,1088.27,0.83,507.47,1927.3,15.0,1310766,3407722,1004,1305.4,7.32,14.38,9.47,31.57,28.52,9.95,48.42,52.79,98.21,1.79,704.0,0.0,366070,0.5,44.04,55.46,0,0,0,0,0,0,1037246,2336393,3,Industrial&Tourism&Urban,,,,
2017,2560,SAMUT SONGKHRAM,1278.5,6.59,51.12,100.52,29.28,193902,408219,417,465.3,5.43,12.6,8.59,28.13,29.42,15.77,47.91,52.03,99.52,0.48,62.0,0.0,140952,20.67,21.99,57.35,0,0,0,0,0,0,797804,1250917,5,Industrial&Agricultural,,,,
2017,2560,SAMUT SAKHON,581.24,1.02,476.8,370.31,70.89,568465,1670623,872,651.7,10.97,14.94,9.37,29.81,26.58,10.0,49.11,52.56,99.4,0.6,349.0,0.0,390508,1.71,71.77,26.52,0,0,0,0,0,0,786698,770706,3,Industrial&Tourism&Urban,,,,
2017,2560,SA KAEO,500.57,0.89,327.92,23.47,242.26,561938,1156980,7195,78.1,6.96,15.68,10.21,30.52,27.0,10.01,50.26,50.12,97.91,2.09,200.0,0.0,76739,29.04,17.82,53.14,0,0,0,0,0,0,951551,1301055,2,Tourism,,,,
2017,2560,SARABURI,496.62,0.77,258.93,313.13,105.36,642040,1379537,3576,179.5,6.44,14.68,10.76,29.23,28.28,11.07,49.55,50.92,98.75,1.25,226.0,0.0,331771,5.24,67.59,27.17,0,0,0,0,0,0,1464136,2892140,3,Industrial&Tourism&Urban,,,,
2017,2560,SING BURI,361.89,1.72,105.6,69.58,69.19,210088,440715,822,255.4,5.06,12.55,8.28,27.25,30.22,16.32,47.44,52.22,98.33,1.67,67.0,0.0,145084,15.08,29.12,55.81,0,0,0,0,0,0,201464,351532,5,Industrial&Agricultural,,,,
2017,2560,SUKHOTHAI,1632.56,2.72,376.57,128.21,76.46,599319,1223120,6596,90.9,5.26,12.98,8.57,28.12,31.13,13.6,48.41,51.25,98.39,1.61,212.0,0.0,85074,36.66,11.8,51.55,0,0,0,0,0,0,953358,508480,5,Industrial&Agricultural,,,,
2017,2560,SUPHAN BURI,439.14,0.52,158.43,170.17,307.54,852003,1718855,5358,159.0,5.77,13.55,8.92,29.04,28.32,14.02,48.15,51.46,99.49,0.51,272.0,0.0,109479,30.44,21.07,48.49,0,0,0,0,0,0,1067446,2263801,5,Industrial&Agricultural,,,,
2017,2560,SURAT THANI,316.49,0.3,477.3,478.0,132.97,1057581,2236727,12891,82.0,7.92,16.09,9.74,30.77,25.76,10.29,49.6,50.96,99.94,0.06,335.0,0.0,179627,19.24,16.74,64.03,0,0,0,0,0,0,5757280,397264,4,Agricultural&Tourism,,,,
2017,2560,SURIN,1800.67,1.29,478.14,82.4,717.96,1397180,2821648,8124,172.0,6.39,15.13,10.37,30.31,26.24,11.61,49.9,50.15,98.9,1.1,335.0,0.0,73782,25.22,13.79,60.99,0,0,0,0,0,0,1050133,353973,4,Agricultural&Tourism,,,,
2017,2560,NONG KHAI,285.49,0.55,231.12,132.37,137.08,521886,1058408,3027,172.4,6.12,14.74,10.03,30.03,28.74,10.38,49.78,50.27,99.38,0.62,136.0,0.0,86721,21.1,19.13,59.77,0,0,0,0,0,0,1312482,1448709,4,Agricultural&Tourism,,,,
2017,2560,NONG BUA LAM PHU,972.54,1.9,290.01,86.9,119.71,511641,1040901,3859,132.6,6.29,14.88,9.83,31.29,28.12,9.68,50.02,50.07,98.94,1.06,137.0,0.0,60867,24.12,20.18,55.7,0,0,0,0,0,0,189858,195501,2,Tourism,,,,
2017,2560,ANG THONG,1655.31,5.89,159.1,107.75,18.64,281187,602848,968,290.4,5.28,13.15,8.7,27.97,29.63,15.15,47.87,52.01,98.9,1.1,83.0,0.0,124439,17.68,33.76,48.55,0,0,0,0,0,0,285797,530835,5,Industrial&Agricultural,,,,
2017,2560,AMNAT CHAROEN,461.77,1.22,209.78,45.13,106.98,378107,764737,3161,119.6,6.13,14.41,10.02,30.62,28.4,10.56,49.93,50.21,99.59,0.41,86.0,0.0,67064,30.79,7.08,62.13,0,0,0,0,0,0,190044,124551,4,Agricultural&Tourism,,,,
2017,2560,UDON THANI,953.76,0.6,889.68,236.21,506.67,1583092,3196629,11730,135.0,6.28,14.71,9.96,31.13,28.18,9.97,49.82,50.41,99.41,0.59,366.0,0.0,86656,17.96,18.92,63.12,0,0,0,0,0,0,2559064,1161393,4,Agricultural&Tourism,,,,
2017,2560,UTTARADIT,649.91,1.42,155.29,76.67,207.18,457092,922984,7839,58.3,4.93,12.79,9.02,27.56,31.26,14.07,48.77,50.86,98.36,1.64,149.0,0.0,101348,34.28,14.78,50.93,0,0,0,0,0,0,764856,309273,5,Industrial&Agricultural,,,,
2017,2560,UTHAI THANI,423.16,1.28,48.95,55.9,211.64,329942,668615,6730,49.0,5.97,14.09,9.03,28.38,28.58,13.79,48.89,50.96,99.27,0.73,101.0,0.0,108674,37.2,17.7,45.09,0,0,0,0,0,0,387426,396792,5,Industrial&Agricultural,,,,
2017,2560,UBON RATCHATHANI,168.2,0.09,1038.29,503.49,258.89,1869633,3770280,15745,118.7,6.53,15.48,10.57,30.97,26.54,10.18,50.16,50.11,99.52,0.48,498.0,0.0,71483,19.7,15.78,64.52,0,0,0,0,0,0,1819420,1423903,4,Agricultural&Tourism,,,,
2018,2561,KRABI,543.12,1.16,154.89,171.73,216.5,469769,979902,4709,99.8,8.87,18.71,10.28,32.12,22.97,7.88,50.14,50.71,98.22,1.78,113.0,0.0,200412,23.26,6.5,70.23,0,0,0,0,0,0,4284619,2482239,2,Tourism,,,,
2018,2561,BANGKOK,13240.49,2.33,2521.87,10718.62,0.0,5682415,13518765,1569,3622.3,5.9,13.06,9.43,29.42,29.06,13.04,47.15,52.75,98.8,1.2,2760.0,0.0,606903,0.04,12.71,87.25,0,0,0,0,0,0,48019195,17515086,3,Industrial&Tourism&Urban,,,,
2018,2561,KANCHANABURI,822.49,0.93,470.14,107.97,244.38,887979,1822537,19483,45.6,6.96,15.61,10.44,30.74,26.29,10.54,50.57,50.01,99.08,0.92,245.0,0.0,130371,23.33,28.5,48.17,0,0,0,0,0,0,3615805,5845809,4,Agricultural&Tourism,,,,
2018,2561,KALASIN,984.11,1.0,599.14,97.78,287.19,986005,1979935,6947,141.9,5.86,13.93,9.15,30.98,29.48,10.53,49.57,50.36,98.04,1.96,243.0,0.0,74820,24.02,18.72,57.26,0,0,0,0,0,0,416535,345110,4,Agricultural&Tourism,,,,
2018,2561,KAMPHAENG PHET,417.84,0.57,90.95,143.12,183.77,729133,1481496,8607,84.7,6.01,14.55,9.28,29.27,28.72,12.0,49.43,50.38,99.68,0.32,242.0,0.0,151802,22.87,46.28,30.86,0,0,0,0,0,0,469457,310367,4,Agricultural&Tourism,,,,
2018,2561,KHON KAEN,1847.6,1.02,934.62,533.18,379.8,1805910,3639746,10886,165.9,5.86,13.59,10.23,29.84,28.93,11.55,49.26,50.74,99.64,0.36,528.0,0.0,124551,10.71,36.63,52.66,0,0,0,0,0,0,3408096,1894699,4,Agricultural&Tourism,,,,
2018,2561,CHANTHABURI,510.8,0.96,122.09,266.03,122.68,534459,1130673,6338,84.3,6.53,14.24,9.8,29.1,28.58,12.13,49.14,51.24,99.27,0.73,175.0,0.0,212390,53.88,6.89,39.23,0,0,0,0,0,0,1787728,680486,4,Agricultural&Tourism,,,,
2018,2561,CHACHOENGSAO,709.24,1.0,174.86,192.56,341.82,709889,1524277,5351,132.7,6.91,14.75,9.56,30.45,27.18,11.86,49.4,51.32,99.46,0.54,251.0,0.0,474814,4.89,70.51,24.6,0,0,0,0,0,0,558890,2849683,3,Industrial&Tourism&Urban,,,,
2018,2561,CHONBURI,2591.03,1.72,280.9,1154.68,1155.45,1509125,3652108,4363,345.9,8.17,15.68,10.21,32.77,25.84,9.07,49.82,51.93,99.29,0.71,624.0,0.0,546943,1.92,56.27,41.81,0,0,0,0,0,0,15521103,2690436,3,Industrial&Tourism&Urban,,,,
2018,2561,CHAI NAT,326.33,0.99,126.22,104.59,95.52,329722,676461,2470,133.5,5.23,12.71,8.4,27.29,30.38,15.55,47.9,51.66,98.2,1.8,106.0,0.0,119563,28.59,21.84,49.57,0,0,0,0,0,0,378126,472713,5,Industrial&Agricultural,,,,
2018,2561,CHAIYAPHUM,1074.62,0.94,679.46,141.99,253.17,1139356,2291278,12778,89.2,5.94,14.03,9.2,29.15,29.41,12.23,49.5,50.45,99.64,0.36,293.0,0.0,70192,28.89,18.12,52.99,0,0,0,0,0,0,924497,878719,4,Agricultural&Tourism,,,,
2018,2561,CHUMPHON,366.92,0.72,177.23,26.4,163.29,509650,1061427,6009,84.8,6.89,14.67,9.94,29.32,27.52,11.91,49.63,50.63,99.62,0.38,168.0,0.0,183217,47.5,10.36,42.14,0,0,0,0,0,0,1223717,296356,4,Agricultural&Tourism,,,,
2018,2561,CHIANG RAI,659.06,0.51,248.61,407.13,316.8,1287615,2608308,11678,110.3,6.3,13.45,9.82,29.51,29.97,11.3,48.94,51.41,99.69,0.31,390.0,0.0,91045,27.44,8.23,64.33,0,0,0,0,0,0,3206550,469947,4,Agricultural&Tourism,,,,
2018,2561,CHIANG MAI,275.18,0.16,399.12,1040.8,215.39,1746840,3639222,20107,86.9,6.67,13.18,9.72,29.83,29.36,12.21,48.95,52.02,99.05,0.95,579.0,0.0,138513,19.29,10.52,70.19,0,0,0,0,0,0,8677624,2185526,4,Agricultural&Tourism,,,,
2018,2561,TRANG,638.55,0.99,355.5,75.68,247.99,643072,1305537,4918,130.8,6.96,16.09,10.14,30.79,25.34,10.68,48.95,51.06,99.2,0.8,195.0,0.0,99894,28.06,16.23,55.71,0,0,0,0,0,0,1263023,315883,4,Agricultural&Tourism,,,,
2018,2561,TRAT,250.91,1.09,99.16,80.1,95.92,229649,487694,2819,81.5,6.81,14.61,9.7,29.46,27.54,11.99,49.68,50.43,99.46,0.54,96.0,0.0,153444,41.98,8.48,49.53,0,0,0,0,0,0,2071961,106743,4,Agricultural&Tourism,,,,
2018,2561,TAK,1263.91,1.96,195.03,98.9,344.62,644267,1366260,16407,39.3,11.77,21.36,11.14,27.11,21.94,8.29,51.49,50.13,99.68,0.32,147.0,0.0,112724,31.75,20.82,47.43,0,0,0,0,0,0,1740306,470977,1,Agricultural,,,,
2018,2561,NAKHON NAYOK,673.35,2.6,136.91,106.41,7.59,259342,539530,2122,122.2,6.25,13.66,10.09,28.41,28.3,13.57,49.58,50.7,99.87,0.13,90.0,0.0,115616,20.75,12.58,66.67,0,0,0,0,0,0,1799094,1233759,5,Industrial&Agricultural,,,,
2018,2561,NAKHON PATHOM,2480.07,2.72,310.23,652.16,301.52,911492,2025775,2168,420.4,6.69,13.91,10.4,30.29,27.95,11.36,48.24,52.37,99.09,0.91,363.0,0.0,295349,5.9,56.22,37.88,0,0,0,0,0,0,1413480,2763806,3,Industrial&Tourism&Urban,,,,
2018,2561,NAKHON PHANOM,963.03,1.34,266.98,32.23,374.14,718028,1451797,5513,130.3,6.31,15.69,10.24,31.34,26.85,9.68,49.94,50.17,98.41,1.59,173.0,0.0,75348,28.01,9.38,62.61,0,0,0,0,0,0,511629,624925,2,Tourism,,,,
2018,2561,NAKHON RATCHASIMA,894.0,0.34,1021.06,577.94,901.07,2639226,5361678,20494,128.8,6.09,14.41,9.63,30.3,27.98,11.86,49.41,50.87,99.16,0.84,766.0,0.0,118221,14.97,33.21,51.83,0,0,0,0,0,0,5774411,4083216,4,Agricultural&Tourism,,,,
2018,2561,NAKHON SI THAMMARAT,1691.45,1.09,431.82,73.3,457.91,1557482,3160439,9943,156.6,6.87,15.13,10.1,30.3,25.4,12.39,49.54,50.65,99.46,0.54,475.0,0.0,106130,25.75,23.32,50.93,0,0,0,0,0,0,2808551,1074849,4,Agricultural&Tourism,,,,
2018,2561,NAKHON SAWAN,745.29,0.7,122.01,418.91,353.08,1065334,2162561,9598,111.0,5.52,13.35,9.12,28.05,29.72,14.11,48.82,51.05,98.93,1.07,326.0,0.0,124511,31.22,20.97,47.82,0,0,0,0,0,0,1126693,769267,5,Industrial&Agricultural,,,,
2018,2561,NONTHABURI,456.03,0.37,386.17,1305.28,0.0,1229735,3102055,622,1976.1,6.05,13.03,8.77,30.9,30.39,12.21,47.3,54.05,99.11,0.89,527.0,0.0,189517,1.54,17.87,80.59,0,0,0,0,0,0,962260,1701765,3,Industrial&Tourism&Urban,,,,
2018,2561,NARATHIWAT,393.71,0.49,275.25,108.81,361.23,796239,1612704,4475,177.9,9.96,20.42,11.89,29.75,20.28,8.48,49.87,50.91,94.03,5.97,175.0,0.0,60662,29.67,8.26,62.07,0,0,0,0,0,0,636488,55569,2,Tourism,,,,
2018,2561,NAN,1571.73,3.28,161.23,70.8,224.0,479838,959920,11472,41.8,5.6,12.57,9.19,28.8,31.71,11.95,50.08,49.74,99.06,0.94,145.0,0.0,76015,29.56,9.43,61.0,0,0,0,0,0,0,771615,172329,4,Agricultural&Tourism,,,,
2018,2561,BUENG KAN,1690.24,4.0,214.79,33.1,145.82,423032,856145,4306,98.2,6.84,16.64,9.76,31.52,26.53,8.92,50.33,49.88,95.5,4.5,95.0,0.0,67383,34.17,21.51,44.32,0,0,0,0,0,0,350285,252687,2,Tourism,,,,
2018,2561,BURI RAM,593.38,0.37,598.57,176.52,796.64,1591905,3202107,10323,154.2,6.47,15.56,10.24,30.25,26.5,11.17,49.84,50.34,98.56,1.44,348.0,0.0,70186,22.47,17.59,59.93,0,0,0,0,0,0,1248129,924363,4,Agricultural&Tourism,,,,
2018,2561,PATHUM THANI,520.09,0.46,508.24,341.06,840.94,1129115,2797268,1526,740.0,6.9,14.69,9.98,31.84,28.91,9.2,48.15,53.36,98.34,1.66,502.0,0.0,236274,1.48,54.1,44.42,0,0,0,0,0,0,679015,1419329,3,Industrial&Tourism&Urban,,,,
2018,2561,PRACHUAP KHIRI KHAN,670.29,1.23,159.15,228.35,205.88,543979,1153144,6368,85.4,7.04,14.99,10.15,29.99,27.27,11.45,49.96,50.92,99.31,0.69,155.0,0.0,196143,20.77,26.49,52.74,0,0,0,0,0,0,4505546,2663981,4,Agricultural&Tourism,,,,
2018,2561,PRACHIN BURI,1176.35,2.41,242.77,112.6,164.72,487544,1091211,4762,102.4,6.76,14.59,10.33,30.63,26.93,11.6,49.98,50.86,98.36,1.64,208.0,0.0,520699,2.35,78.54,19.1,0,0,0,0,0,0,1016535,651274,3,Industrial&Tourism&Urban,,,,
2018,2561,PATTANI,484.6,0.68,315.6,67.74,286.95,709796,1460985,1940,365.8,10.63,21.0,12.83,28.31,19.19,9.19,50.07,51.09,97.85,2.15,162.0,0.0,75404,25.22,10.8,63.98,0,0,0,0,0,0,252347,29641,1,Agricultural,,,,
2018,2561,PHRA NAKHON SI AYUTTHAYA,305.6,0.38,519.65,404.28,252.42,813852,1724001,2557,318.3,6.15,13.92,9.07,30.03,28.56,12.72,48.36,52.08,98.58,1.42,269.0,0.0,460226,2.75,67.7,29.55,0,0,0,0,0,0,1723710,6625903,3,Industrial&Tourism&Urban,,,,
2018,2561,PHAYAO,516.4,1.08,284.99,83.49,116.12,477100,961237,6355,75.1,4.84,11.27,9.29,28.04,33.38,12.78,48.65,50.95,99.01,0.99,151.0,0.0,92158,33.01,6.43,60.56,0,0,0,0,0,0,321970,335482,5,Industrial&Agricultural,,,,
2018,2561,PHANG NGA,652.55,2.44,108.83,83.63,113.14,267491,567177,4171,64.1,7.85,16.04,9.59,29.3,26.25,11.24,50.07,50.21,98.95,1.05,84.0,0.0,303764,21.05,4.49,74.45,0,0,0,0,0,0,1093424,3774906,2,Tourism,,,,
2018,2561,PHATTHALUNG,902.96,1.72,197.05,42.2,277.15,524857,1062002,3424,153.3,6.51,14.68,9.62,29.74,26.37,13.11,48.74,51.29,99.51,0.49,163.0,0.0,73686,31.35,12.25,56.4,0,0,0,0,0,0,860327,781514,4,Agricultural&Tourism,,,,
2018,2561,PHICHIT,1032.55,1.91,142.59,113.4,396.56,541868,1097888,4531,119.6,5.38,13.55,9.03,28.3,29.39,13.89,48.62,50.92,99.14,0.86,179.0,0.0,97203,41.86,11.07,47.06,0,0,0,0,0,0,493691,399540,5,Industrial&Agricultural,,,,
2018,2561,PHITSANULOK,904.62,1.05,280.61,345.0,277.35,865368,1786892,10816,80.0,5.69,13.2,10.67,28.6,29.44,12.58,49.07,51.11,98.63,1.37,310.0,0.0,109643,27.22,11.4,61.37,0,0,0,0,0,0,1999391,1305492,4,Agricultural&Tourism,,,,
2018,2561,PHETCHABURI,334.64,0.69,174.64,103.54,183.59,482375,1011474,6225,77.5,6.19,13.76,9.34,29.51,28.55,13.05,48.68,51.72,99.45,0.55,154.0,0.0,144451,12.12,27.23,60.65,0,0,0,0,0,0,4208356,4856440,5,Industrial&Agricultural,,,,
2018,2561,PHETCHABUN,557.81,0.56,439.3,127.63,386.59,995331,2015935,12668,78.6,5.94,14.04,9.5,29.64,28.64,12.16,49.46,50.46,99.79,0.21,287.0,0.0,87718,34.54,16.33,49.13,0,0,0,0,0,0,2162979,199309,4,Agricultural&Tourism,,,,
2018,2561,PHRAE,512.56,1.15,121.87,86.94,214.35,447564,897253,6539,68.4,4.36,10.98,8.48,27.64,33.67,14.33,48.09,51.35,99.15,0.85,146.0,0.0,78757,19.28,14.3,66.42,0,0,0,0,0,0,406940,449148,5,Industrial&Agricultural,,,,
2018,2561,PHUKET,189.06,0.47,103.26,929.29,0.0,402017,976155,543,740.3,10.21,17.88,9.73,33.05,23.81,7.36,48.27,53.76,98.63,1.37,162.0,0.0,407301,2.7,2.9,94.4,0,0,0,0,0,0,13651301,757911,2,Tourism,,,,
2018,2561,MAHA SARAKHAM,967.8,1.0,515.42,84.43,304.77,963072,1947717,5292,182.0,5.55,13.15,11.09,29.43,29.28,11.5,49.07,50.93,99.94,0.06,262.0,0.0,74692,21.38,15.12,63.49,0,0,0,0,0,0,503271,219450,4,Agricultural&Tourism,,,,
2018,2561,MUKDAHAN,864.61,2.46,233.08,0.0,111.56,350782,714162,4340,80.8,6.75,15.0,9.96,31.55,27.46,9.71,50.26,50.16,99.47,0.53,110.0,0.0,63466,28.33,15.6,56.06,0,0,0,0,0,0,716602,1369013,2,Tourism,,,,
2018,2561,MAE HONG SON,1314.54,4.71,43.13,16.4,108.67,279088,570528,12681,22.0,9.44,18.67,11.37,30.65,22.1,9.01,51.57,49.67,99.85,0.15,63.0,0.0,58683,27.47,7.03,65.49,0,0,0,0,0,0,1037271,36720,1,Agricultural,,,,
2018,2561,YASOTHON,863.11,1.6,355.73,75.35,81.48,539542,1084291,4162,129.6,5.67,13.59,9.77,30.26,29.4,11.16,49.99,49.86,99.84,0.16,152.0,0.0,60708,27.36,10.6,62.04,0,0,0,0,0,0,301586,326918,4,Agricultural&Tourism,,,,
2018,2561,YALA,444.75,0.84,295.42,180.46,81.93,527295,1079439,4521,116.6,10.47,20.8,12.19,28.66,20.05,8.79,50.24,50.71,99.65,0.35,116.0,0.0,96294,32.83,10.38,56.79,0,0,0,0,0,0,640758,39260,1,Agricultural,,,,
2018,2561,ROI ET,412.16,0.32,685.19,171.0,458.35,1307911,2619336,8299,157.6,5.67,13.36,9.73,30.48,29.26,11.46,49.71,50.23,99.93,0.07,339.0,0.0,72041,20.48,10.48,69.04,0,0,0,0,0,0,567513,368707,4,Agricultural&Tourism,,,,
2018,2561,RANONG,1358.24,7.13,97.98,0.0,91.08,190399,433522,3298,57.7,9.29,16.47,10.68,29.34,25.4,9.6,50.92,49.85,99.69,0.31,82.0,0.0,104891,41.57,11.2,47.23,0,0,0,0,0,0,846931,165629,1,Agricultural,,,,
2018,2561,RAYONG,1135.41,1.6,207.0,537.77,223.03,711236,1693555,3552,200.2,8.06,16.23,9.6,33.12,25.9,8.79,49.99,51.71,99.25,0.75,331.0,0.0,1060571,2.18,82.31,15.52,0,0,0,0,0,0,4885274,2876388,3,Industrial&Tourism&Urban,,,,
2018,2561,RATCHABURI,1656.46,1.9,418.33,328.96,117.32,871714,1819054,5196,167.8,6.41,14.15,9.76,29.31,27.85,12.71,48.88,51.32,98.77,1.23,244.0,0.0,230941,15.87,46.56,37.57,0,0,0,0,0,0,1000457,1249411,3,Industrial&Tourism&Urban,,,,
2018,2561,LOP BURI,310.82,0.41,383.16,39.97,439.98,757273,1550184,6200,122.1,5.57,13.26,10.98,28.3,29.12,12.95,50.32,49.87,99.26,0.74,257.0,0.0,142834,18.22,34.3,47.48,0,0,0,0,0,0,1115751,2338876,4,Agricultural&Tourism,,,,
2018,2561,LAMPANG,2449.77,3.28,116.19,198.14,130.42,746547,1499120,12534,59.6,4.36,10.5,8.73,27.44,33.97,14.51,48.63,50.87,99.16,0.84,261.0,0.0,100003,10.63,36.29,53.08,0,0,0,0,0,0,666645,666242,5,Industrial&Agricultural,,,,
2018,2561,LAMPHUN,180.92,0.45,101.69,201.02,109.45,405918,839171,4506,90.1,5.26,11.18,7.96,28.52,32.9,14.18,48.26,51.75,99.45,0.55,143.0,0.0,207648,22.21,47.04,30.75,0,0,0,0,0,0,337630,837370,5,Industrial&Agricultural,,,,
2018,2561,LOEI,918.0,1.43,237.32,23.0,389.59,641666,1313214,11425,56.2,6.38,14.29,9.02,29.62,29.36,11.52,50.32,49.85,99.87,0.13,158.0,0.0,101400,27.57,17.75,54.68,0,0,0,0,0,0,1274374,958756,4,Agricultural&Tourism,,,,
2018,2561,SI SA KET,677.42,0.46,447.07,122.0,789.17,1472031,2947337,8840,166.5,6.17,14.83,10.27,30.64,27.16,11.01,49.91,50.16,99.66,0.34,300.0,0.0,74909,28.89,7.74,63.37,0,0,0,0,0,0,539360,985675,4,Agricultural&Tourism,,,,
2018,2561,SAKON NAKHON,593.65,0.52,465.34,117.69,552.38,1149472,2307438,9606,119.7,6.44,15.47,10.05,31.4,27.74,9.14,49.94,50.3,100.0,0.0,273.0,0.0,64305,25.78,8.91,65.31,0,0,0,0,0,0,769450,573895,4,Agricultural&Tourism,,,,
2018,2561,SONGKHLA,244.37,0.17,585.97,668.33,402.16,1424230,2969703,7394,192.6,7.98,16.6,10.43,30.2,24.6,10.79,49.07,51.52,98.87,1.13,511.0,0.0,152658,12.51,32.71,54.78,0,0,0,0,0,0,6302363,1326450,4,Agricultural&Tourism,,,,
2018,2561,SATUN,636.14,1.99,182.58,86.69,41.55,319700,651205,2479,129.0,9.05,18.89,10.56,31.0,22.53,8.56,49.97,50.61,98.91,1.09,81.0,0.0,103157,35.8,11.69,52.51,0,0,0,0,0,0,1048252,471100,2,Tourism,,,,
2018,2561,SAMUT PRAKAN,1088.27,0.83,507.47,1927.3,15.0,1310766,3407722,1004,1305.4,7.32,14.38,9.47,31.57,28.52,9.95,48.42,52.79,98.21,1.79,704.0,0.0,366070,0.5,44.04,55.46,0,0,0,0,0,0,1037246,2336393,3,Industrial&Tourism&Urban,,,,
2018,2561,SAMUT SONGKHRAM,1278.5,6.59,51.12,100.52,29.28,193902,408219,417,465.3,5.43,12.6,8.59,28.13,29.42,15.77,47.91,52.03,99.52,0.48,62.0,0.0,140952,20.67,21.99,57.35,0,0,0,0,0,0,797804,1250917,5,Industrial&Agricultural,,,,
2018,2561,SAMUT SAKHON,581.24,1.02,476.8,370.31,70.89,568465,1670623,872,651.7,10.97,14.94,9.37,29.81,26.58,10.0,49.11,52.56,99.4,0.6,349.0,0.0,390508,1.71,71.77,26.52,0,0,0,0,0,0,786698,770706,3,Industrial&Tourism&Urban,,,,
2018,2561,SA KAEO,500.57,0.89,327.92,23.47,242.26,561938,1156980,7195,78.1,6.96,15.68,10.21,30.52,27.0,10.01,50.26,50.12,97.91,2.09,200.0,0.0,76739,29.04,17.82,53.14,0,0,0,0,0,0,951551,1301055,2,Tourism,,,,
2018,2561,SARABURI,496.62,0.77,258.93,313.13,105.36,642040,1379537,3576,179.5,6.44,14.68,10.76,29.23,28.28,11.07,49.55,50.92,98.75,1.25,226.0,0.0,331771,5.24,67.59,27.17,0,0,0,0,0,0,1464136,2892140,3,Industrial&Tourism&Urban,,,,
2018,2561,SING BURI,361.89,1.72,105.6,69.58,69.19,210088,440715,822,255.4,5.06,12.55,8.28,27.25,30.22,16.32,47.44,52.22,98.33,1.67,67.0,0.0,145084,15.08,29.12,55.81,0,0,0,0,0,0,201464,351532,5,Industrial&Agricultural,,,,
2018,2561,SUKHOTHAI,1632.56,2.72,376.57,128.21,76.46,599319,1223120,6596,90.9,5.26,12.98,8.57,28.12,31.13,13.6,48.41,51.25,98.39,1.61,212.0,0.0,85074,36.66,11.8,51.55,0,0,0,0,0,0,953358,508480,5,Industrial&Agricultural,,,,
2018,2561,SUPHAN BURI,439.14,0.52,158.43,170.17,307.54,852003,1718855,5358,159.0,5.77,13.55,8.92,29.04,28.32,14.02,48.15,51.46,99.49,0.51,272.0,0.0,109479,30.44,21.07,48.49,0,0,0,0,0,0,1067446,2263801,5,Industrial&Agricultural,,,,
2018,2561,SURAT THANI,316.49,0.3,477.3,478.0,132.97,1057581,2236727,12891,82.0,7.92,16.09,9.74,30.77,25.76,10.29,49.6,50.96,99.94,0.06,335.0,0.0,179627,19.24,16.74,64.03,0,0,0,0,0,0,5757280,397264,4,Agricultural&Tourism,,,,
2018,2561,SURIN,1800.67,1.29,478.14,82.4,717.96,1397180,2821648,8124,172.0,6.39,15.13,10.37,30.31,26.24,11.61,49.9,50.15,98.9,1.1,335.0,0.0,73782,25.22,13.79,60.99,0,0,0,0,0,0,1050133,353973,4,Agricultural&Tourism,,,,
2018,2561,NONG KHAI,285.49,0.55,231.12,132.37,137.08,521886,1058408,3027,172.4,6.12,14.74,10.03,30.03,28.74,10.38,49.78,50.27,99.38,0.62,136.0,0.0,86721,21.1,19.13,59.77,0,0,0,0,0,0,1312482,1448709,4,Agricultural&Tourism,,,,
